LED_CHAMBER_2022
DATE: 2023-2-2
TIME: 13:11:44
(START)WAIT_TIME: 10 MIN
LED_RATE: 10
LED_VALUE: 0.0 10.0 20.0 30.0 40.0 50.0 60.0 70.0 80.0 90.0 100
CYCLE_COUNT: 120 CYCLE_MINUTE: 20.0 MINUTE
STIR_PUMP_RATE: 30 ML/MIN

NO LED_RATE NO_CYCLE DATE TIME OXYZEN_VALUE TEMP_VALUE
470 3 110 2023-2-2 14:40:19 253.4 24.15
471 3 111 2023-2-2 14:40:29 253.25 24.15
472 3 112 2023-2-2 14:40:39 253.16 24.15
473 3 113 2023-2-2 14:40:49 253.01 24.18
474 3 114 2023-2-2 14:40:59 253.92 24.18
475 3 115 2023-2-2 14:41:9 252.72 24.18
476 3 116 2023-2-2 14:41:19 253.26 24.21
477 3 117 2023-2-2 14:41:29 252.76 24.21
478 3 118 2023-2-2 14:41:39 253.21 24.21
479 3 119 2023-2-2 14:41:49 253.11 24.23
480 3 120 2023-2-2 14:41:59 252.77 24.23
481 4 1 2023-2-2 14:42:11 253.13 24.26
482 4 2 2023-2-2 14:42:21 253.05 24.26
483 4 3 2023-2-2 14:42:31 252.05 24.26
484 4 4 2023-2-2 14:42:41 251.61 24.29
485 4 5 2023-2-2 14:42:51 253.01 24.32
486 4 6 2023-2-2 14:43:1 253.01 24.32
487 4 7 2023-2-2 14:43:11 251.52 24.35
488 4 8 2023-2-2 14:43:21 252.14 24.35
489 4 9 2023-2-2 14:43:31 252.21 24.35
490 4 10 2023-2-2 14:43:41 252.21 24.38
491 4 11 2023-2-2 14:43:51 252.25 24.41
492 4 12 2023-2-2 14:44:1 251.39 24.41
493 4 13 2023-2-2 14:44:11 251.58 24.41
494 4 14 2023-2-2 14:44:21 252.52 24.44
495 4 15 2023-2-2 14:44:31 252.14 24.44
496 4 16 2023-2-2 14:44:41 250.8 24.47
497 4 17 2023-2-2 14:44:51 250.94 24.47
498 4 18 2023-2-2 14:45:1 252.12 24.49
499 4 19 2023-2-2 14:45:11 251.98 24.49
500 4 20 2023-2-2 14:45:21 250.96 24.49
501 4 21 2023-2-2 14:45:31 251.02 24.52
502 4 22 2023-2-2 14:45:41 251.51 24.55
503 4 23 2023-2-2 14:45:51 250.98 24.55
504 4 24 2023-2-2 14:46:1 251.19 24.58
505 4 25 2023-2-2 14:46:11 250.38 24.58
506 4 26 2023-2-2 14:46:21 250.69 24.58
507 4 27 2023-2-2 14:46:31 251.88 24.58
508 4 28 2023-2-2 14:46:41 251.08 24.61
509 4 29 2023-2-2 14:46:51 250.09 24.61
510 4 30 2023-2-2 14:47:1 250.61 24.61
511 4 31 2023-2-2 14:47:11 251.58 24.61
512 4 32 2023-2-2 14:47:21 251.51 24.61
513 4 33 2023-2-2 14:47:31 249.84 24.64
514 4 34 2023-2-2 14:47:41 250.87 24.61
515 4 35 2023-2-2 14:47:51 251.34 24.64
516 4 36 2023-2-2 14:48:1 251.0 24.64
517 4 37 2023-2-2 14:48:11 251.19 24.64
518 4 38 2023-2-2 14:48:21 250.84 24.64
519 4 39 2023-2-2 14:48:31 250.09 24.67
520 4 40 2023-2-2 14:48:41 251.35 24.67
521 4 41 2023-2-2 14:48:51 251.38 24.67
522 4 42 2023-2-2 14:49:1 249.83 24.67
523 4 43 2023-2-2 14:49:11 250.54 24.67
524 4 44 2023-2-2 14:49:21 251.42 24.67
525 4 45 2023-2-2 14:49:31 251.23 24.67
526 4 46 2023-2-2 14:49:41 250.0 24.67
527 4 47 2023-2-2 14:49:51 250.76 24.67
528 4 48 2023-2-2 14:50:1 251.16 24.67
529 4 49 2023-2-2 14:50:11 250.99 24.67
530 4 50 2023-2-2 14:50:21 251.47 24.67
531 4 51 2023-2-2 14:50:31 250.57 24.67
532 4 52 2023-2-2 14:50:41 250.64 24.67
533 4 53 2023-2-2 14:50:51 251.42 24.67
534 4 54 2023-2-2 14:51:1 251.26 24.67
535 4 55 2023-2-2 14:51:11 250.16 24.67
536 4 56 2023-2-2 14:51:21 250.9 24.67
537 4 57 2023-2-2 14:51:31 251.59 24.67
538 4 58 2023-2-2 14:51:41 251.47 24.67
539 4 59 2023-2-2 14:51:51 250.11 24.7
540 4 60 2023-2-2 14:52:1 250.95 24.67
541 4 61 2023-2-2 14:52:11 251.08 24.7
542 4 62 2023-2-2 14:52:22 251.64 24.67
543 4 63 2023-2-2 14:52:32 251.59 24.67
544 4 64 2023-2-2 14:52:42 250.44 24.7
545 4 65 2023-2-2 14:52:52 250.22 24.7
546 4 66 2023-2-2 14:53:2 252.0 24.67
547 4 67 2023-2-2 14:53:12 251.92 24.67
548 4 68 2023-2-2 14:53:22 250.52 24.67
549 4 69 2023-2-2 14:53:32 250.76 24.67
550 4 70 2023-2-2 14:53:42 251.9 24.67
551 4 71 2023-2-2 14:53:52 251.92 24.67
552 4 72 2023-2-2 14:54:2 250.47 24.67
553 4 73 2023-2-2 14:54:12 251.04 24.67
554 4 74 2023-2-2 14:54:22 251.21 24.67
555 4 75 2023-2-2 14:54:32 251.52 24.67
556 4 76 2023-2-2 14:54:42 251.64 24.67
557 4 77 2023-2-2 14:54:52 250.9 24.67
558 4 78 2023-2-2 14:55:2 250.54 24.67
559 4 79 2023-2-2 14:55:12 251.8 24.67
560 4 80 2023-2-2 14:55:22 252.22 24.64
561 4 81 2023-2-2 14:55:32 250.84 24.64
562 4 82 2023-2-2 14:55:42 250.61 24.67
563 4 83 2023-2-2 14:55:52 251.88 24.67
564 4 84 2023-2-2 14:56:2 252.34 24.64
565 4 85 2023-2-2 14:56:12 250.84 24.64
566 4 86 2023-2-2 14:56:22 251.43 24.64
567 4 87 2023-2-2 14:56:32 251.58 24.64
568 4 88 2023-2-2 14:56:42 251.89 24.64
569 4 89 2023-2-2 14:56:52 251.72 24.64
570 4 90 2023-2-2 14:57:2 251.27 24.64
571 4 91 2023-2-2 14:57:12 251.0 24.64
572 4 92 2023-2-2 14:57:22 252.29 24.64
573 4 93 2023-2-2 14:57:32 251.89 24.64
574 4 94 2023-2-2 14:57:42 250.77 24.64
575 4 95 2023-2-2 14:57:52 251.19 24.64
576 4 96 2023-2-2 14:58:2 251.91 24.64
577 4 97 2023-2-2 14:58:12 252.12 24.64
578 4 98 2023-2-2 14:58:22 251.03 24.64
579 4 99 2023-2-2 14:58:32 251.5 24.64
580 4 100 2023-2-2 14:58:42 251.67 24.64
581 4 101 2023-2-2 14:58:52 251.69 24.64
582 4 102 2023-2-2 14:59:2 252.05 24.64
583 4 103 2023-2-2 14:59:12 251.19 24.64
584 4 104 2023-2-2 14:59:22 251.18 24.61
585 4 105 2023-2-2 14:59:32 252.66 24.61
586 4 106 2023-2-2 14:59:42 252.45 24.61
587 4 107 2023-2-2 14:59:52 251.18 24.61
588 4 108 2023-2-2 15:0:2 251.04 24.61
589 4 109 2023-2-2 15:0:12 252.47 24.61
590 4 110 2023-2-2 15:0:22 252.33 24.61
591 4 111 2023-2-2 15:0:32 251.04 24.61
592 4 112 2023-2-2 15:0:42 251.58 24.61
593 4 113 2023-2-2 15:0:52 251.66 24.61
594 4 114 2023-2-2 15:1:2 252.18 24.61
595 4 115 2023-2-2 15:1:12 252.13 24.61
596 4 116 2023-2-2 15:1:22 251.42 24.61
597 4 117 2023-2-2 15:1:32 250.92 24.61
598 4 118 2023-2-2 15:1:42 252.45 24.58
599 4 119 2023-2-2 15:1:52 252.67 24.58
600 4 120 2023-2-2 15:2:2 251.31 24.58
601 5 1 2023-2-2 15:2:14 251.69 24.58
602 5 2 2023-2-2 15:2:24 251.4 24.58
603 5 3 2023-2-2 15:2:34 252.6 24.58
604 5 4 2023-2-2 15:2:44 251.55 24.58
605 5 5 2023-2-2 15:2:54 252.17 24.58
606 5 6 2023-2-2 15:3:4 252.12 24.58
607 5 7 2023-2-2 15:3:14 252.05 24.58
608 5 8 2023-2-2 15:3:24 251.64 24.58
609 5 9 2023-2-2 15:3:34 252.29 24.58
610 5 10 2023-2-2 15:3:44 252.29 24.58
611 5 11 2023-2-2 15:3:54 251.43 24.58
612 5 12 2023-2-2 15:4:4 252.26 24.58
613 5 13 2023-2-2 15:4:14 252.0 24.58
614 5 14 2023-2-2 15:4:24 251.78 24.58
615 5 15 2023-2-2 15:4:34 251.47 24.58
616 5 16 2023-2-2 15:4:44 252.84 24.58
617 5 17 2023-2-2 15:4:54 251.57 24.58
618 5 18 2023-2-2 15:5:4 251.93 24.58
619 5 19 2023-2-2 15:5:14 252.13 24.55
620 5 20 2023-2-2 15:5:24 251.98 24.58
621 5 21 2023-2-2 15:5:34 251.76 24.58
622 5 22 2023-2-2 15:5:44 252.15 24.55
623 5 23 2023-2-2 15:5:54 252.0 24.58
624 5 24 2023-2-2 15:6:4 251.33 24.58
625 5 25 2023-2-2 15:6:15 252.57 24.58
626 5 26 2023-2-2 15:6:25 252.17 24.58
627 5 27 2023-2-2 15:6:35 252.02 24.58
628 5 28 2023-2-2 15:6:45 251.33 24.58
629 5 29 2023-2-2 15:6:55 253.03 24.58
630 5 30 2023-2-2 15:7:5 251.67 24.58
631 5 31 2023-2-2 15:7:15 251.83 24.58
632 5 32 2023-2-2 15:7:25 252.12 24.58
633 5 33 2023-2-2 15:7:35 252.48 24.58
634 5 34 2023-2-2 15:7:45 251.64 24.58
635 5 35 2023-2-2 15:7:55 252.26 24.58
636 5 36 2023-2-2 15:8:5 252.38 24.58
637 5 37 2023-2-2 15:8:15 251.76 24.58
638 5 38 2023-2-2 15:8:25 252.53 24.58
639 5 39 2023-2-2 15:8:35 252.1 24.58
640 5 40 2023-2-2 15:8:45 252.26 24.58
641 5 41 2023-2-2 15:8:55 251.82 24.55
642 5 42 2023-2-2 15:9:5 253.01 24.55
643 5 43 2023-2-2 15:9:15 251.78 24.58
644 5 44 2023-2-2 15:9:25 252.18 24.55
645 5 45 2023-2-2 15:9:35 252.42 24.55
646 5 46 2023-2-2 15:9:45 252.05 24.58
647 5 47 2023-2-2 15:9:55 251.57 24.58
648 5 48 2023-2-2 15:10:5 252.0 24.58
649 5 49 2023-2-2 15:10:15 252.63 24.55
650 5 50 2023-2-2 15:10:25 251.67 24.55
651 5 51 2023-2-2 15:10:35 252.85 24.55
652 5 52 2023-2-2 15:10:45 252.27 24.55
653 5 53 2023-2-2 15:10:55 252.21 24.58
654 5 54 2023-2-2 15:11:5 251.89 24.55
655 5 55 2023-2-2 15:11:15 253.18 24.55
656 5 56 2023-2-2 15:11:25 251.44 24.55
657 5 57 2023-2-2 15:11:35 252.2 24.55
658 5 58 2023-2-2 15:11:45 252.75 24.55
659 5 59 2023-2-2 15:11:55 252.49 24.55
660 5 60 2023-2-2 15:12:5 252.1 24.55
661 5 61 2023-2-2 15:12:15 252.08 24.55
662 5 62 2023-2-2 15:12:25 252.34 24.55
663 5 63 2023-2-2 15:12:35 251.82 24.55
664 5 64 2023-2-2 15:12:45 252.92 24.55
665 5 65 2023-2-2 15:12:55 252.08 24.55
666 5 66 2023-2-2 15:13:5 252.34 24.55
667 5 67 2023-2-2 15:13:15 251.69 24.58
668 5 68 2023-2-2 15:13:25 253.01 24.58
669 5 69 2023-2-2 15:13:35 251.64 24.58
670 5 70 2023-2-2 15:13:45 252.17 24.58
671 5 71 2023-2-2 15:13:55 252.24 24.58
672 5 72 2023-2-2 15:14:5 252.14 24.58
673 5 73 2023-2-2 15:14:15 251.82 24.61
674 5 74 2023-2-2 15:14:25 251.9 24.61
675 5 75 2023-2-2 15:14:35 252.3 24.61
676 5 76 2023-2-2 15:14:45 250.91 24.64
677 5 77 2023-2-2 15:14:55 252.44 24.64
678 5 78 2023-2-2 15:15:5 251.69 24.64
679 5 79 2023-2-2 15:15:15 251.52 24.67
680 5 80 2023-2-2 15:15:25 250.9 24.67
681 5 81 2023-2-2 15:15:35 252.01 24.7
682 5 82 2023-2-2 15:15:45 251.01 24.7
683 5 83 2023-2-2 15:15:55 251.2 24.7
684 5 84 2023-2-2 15:16:5 251.26 24.73
685 5 85 2023-2-2 15:16:15 251.45 24.73
686 5 86 2023-2-2 15:16:25 250.42 24.76
687 5 87 2023-2-2 15:16:35 251.18 24.76
688 5 88 2023-2-2 15:16:45 251.2 24.76
689 5 89 2023-2-2 15:16:55 250.08 24.79
690 5 90 2023-2-2 15:17:5 251.06 24.81
691 5 91 2023-2-2 15:17:15 250.47 24.81
692 5 92 2023-2-2 15:17:25 250.8 24.81
693 5 93 2023-2-2 15:17:35 249.84 24.84
694 5 94 2023-2-2 15:17:45 251.13 24.84
695 5 95 2023-2-2 15:17:55 249.67 24.87
696 5 96 2023-2-2 15:18:5 250.4 24.87
697 5 97 2023-2-2 15:18:15 250.01 24.9
698 5 98 2023-2-2 15:18:25 250.2 24.9
699 5 99 2023-2-2 15:18:35 249.58 24.9
700 5 100 2023-2-2 15:18:45 250.17 24.93
701 5 101 2023-2-2 15:18:55 249.95 24.93
702 5 102 2023-2-2 15:19:5 249.21 24.96
703 5 103 2023-2-2 15:19:15 249.81 24.99
704 5 104 2023-2-2 15:19:25 249.55 24.99
705 5 105 2023-2-2 15:19:35 249.38 25.02
706 5 106 2023-2-2 15:19:45 248.67 25.02
707 5 107 2023-2-2 15:19:55 249.94 25.05
708 5 108 2023-2-2 15:20:5 248.56 25.05
709 5 109 2023-2-2 15:20:15 249.22 25.05
710 5 110 2023-2-2 15:20:25 248.98 25.08
711 5 111 2023-2-2 15:20:35 249.23 25.11
712 5 112 2023-2-2 15:20:45 248.45 25.11
713 5 113 2023-2-2 15:20:55 249.58 25.11
714 5 114 2023-2-2 15:21:5 248.39 25.14
715 5 115 2023-2-2 15:21:15 248.77 25.14
716 5 116 2023-2-2 15:21:25 248.44 25.14
717 5 117 2023-2-2 15:21:35 248.94 25.17
718 5 118 2023-2-2 15:21:45 248.31 25.17
719 5 119 2023-2-2 15:21:55 247.99 25.2
720 5 120 2023-2-2 15:22:5 248.59 25.23
721 6 1 2023-2-2 15:22:18 248.45 25.23
722 6 2 2023-2-2 15:22:28 248.3 25.26
723 6 3 2023-2-2 15:22:38 248.2 25.26
724 6 4 2023-2-2 15:22:48 248.23 25.26
725 6 5 2023-2-2 15:22:58 247.52 25.26
726 6 6 2023-2-2 15:23:8 248.19 25.29
727 6 7 2023-2-2 15:23:18 248.59 25.29
728 6 8 2023-2-2 15:23:28 247.85 25.31
729 6 9 2023-2-2 15:23:38 247.07 25.31
730 6 10 2023-2-2 15:23:48 247.37 25.34
731 6 11 2023-2-2 15:23:58 248.64 25.34
732 6 12 2023-2-2 15:24:8 247.72 25.34
733 6 13 2023-2-2 15:24:18 247.34 25.34
734 6 14 2023-2-2 15:24:28 247.84 25.34
735 6 15 2023-2-2 15:24:38 247.72 25.34
736 6 16 2023-2-2 15:24:48 247.97 25.37
737 6 17 2023-2-2 15:24:58 248.32 25.37
738 6 18 2023-2-2 15:25:8 247.17 25.37
739 6 19 2023-2-2 15:25:18 246.87 25.4
740 6 20 2023-2-2 15:25:28 248.13 25.37
741 6 21 2023-2-2 15:25:38 248.38 25.4
742 6 22 2023-2-2 15:25:48 246.94 25.4
743 6 23 2023-2-2 15:25:58 247.15 25.4
744 6 24 2023-2-2 15:26:8 247.95 25.4
745 6 25 2023-2-2 15:26:18 248.1 25.4
746 6 26 2023-2-2 15:26:28 247.93 25.4
747 6 27 2023-2-2 15:26:38 248.07 25.4
748 6 28 2023-2-2 15:26:48 246.7 25.43
749 6 29 2023-2-2 15:26:58 247.8 25.43
750 6 30 2023-2-2 15:27:8 248.13 25.43
751 6 31 2023-2-2 15:27:18 248.16 25.43
752 6 32 2023-2-2 15:27:28 246.53 25.43
753 6 33 2023-2-2 15:27:38 247.54 25.43
754 6 34 2023-2-2 15:27:48 248.13 25.43
755 6 35 2023-2-2 15:27:58 248.01 25.43
756 6 36 2023-2-2 15:28:8 247.4 25.43
757 6 37 2023-2-2 15:28:18 247.78 25.43
758 6 38 2023-2-2 15:28:28 247.42 25.43
759 6 39 2023-2-2 15:28:38 248.08 25.43
760 6 40 2023-2-2 15:28:48 248.65 25.43
761 6 41 2023-2-2 15:28:58 247.64 25.43
762 6 42 2023-2-2 15:29:8 246.98 25.43
763 6 43 2023-2-2 15:29:18 248.34 25.43
764 6 44 2023-2-2 15:29:28 248.6 25.43
765 6 45 2023-2-2 15:29:38 247.61 25.43
766 6 46 2023-2-2 15:29:48 247.45 25.43
767 6 47 2023-2-2 15:29:58 247.94 25.43
768 6 48 2023-2-2 15:30:8 247.92 25.43
769 6 49 2023-2-2 15:30:18 248.53 25.43
770 6 50 2023-2-2 15:30:28 248.56 25.43
771 6 51 2023-2-2 15:30:38 246.98 25.43
772 6 52 2023-2-2 15:30:48 247.47 25.43
773 6 53 2023-2-2 15:30:58 248.63 25.43
774 6 54 2023-2-2 15:31:8 248.58 25.43
775 6 55 2023-2-2 15:31:18 247.73 25.43
776 6 56 2023-2-2 15:31:28 247.94 25.43
777 6 57 2023-2-2 15:31:38 248.72 25.43
778 6 58 2023-2-2 15:31:48 248.68 25.43
779 6 59 2023-2-2 15:31:58 248.13 25.43
780 6 60 2023-2-2 15:32:8 248.23 25.43
781 6 61 2023-2-2 15:32:18 247.57 25.43
782 6 62 2023-2-2 15:32:28 248.27 25.43
783 6 63 2023-2-2 15:32:38 248.84 25.43
784 6 64 2023-2-2 15:32:48 248.16 25.43
785 6 65 2023-2-2 15:32:58 247.42 25.43
786 6 66 2023-2-2 15:33:8 248.32 25.43
787 6 67 2023-2-2 15:33:18 249.17 25.43
788 6 68 2023-2-2 15:33:28 248.16 25.43
789 6 69 2023-2-2 15:33:38 248.06 25.43
790 6 70 2023-2-2 15:33:48 248.47 25.4
791 6 71 2023-2-2 15:33:58 248.23 25.43
792 6 72 2023-2-2 15:34:8 248.44 25.43
793 6 73 2023-2-2 15:34:18 248.68 25.43
794 6 74 2023-2-2 15:34:28 247.59 25.43
795 6 75 2023-2-2 15:34:38 247.78 25.43
796 6 76 2023-2-2 15:34:48 248.81 25.4
797 6 77 2023-2-2 15:34:58 249.21 25.4
798 6 78 2023-2-2 15:35:8 247.88 25.4
799 6 79 2023-2-2 15:35:18 248.17 25.4
800 6 80 2023-2-2 15:35:28 248.71 25.4
801 6 81 2023-2-2 15:35:38 248.81 25.4
802 6 82 2023-2-2 15:35:48 248.57 25.4
803 6 83 2023-2-2 15:35:58 248.43 25.4
804 6 84 2023-2-2 15:36:8 247.86 25.4
805 6 85 2023-2-2 15:36:18 248.66 25.4
806 6 86 2023-2-2 15:36:28 249.09 25.4
807 6 87 2023-2-2 15:36:38 248.71 25.4
808 6 88 2023-2-2 15:36:48 247.58 25.4
809 6 89 2023-2-2 15:36:58 248.4 25.4
810 6 90 2023-2-2 15:37:8 249.32 25.37
811 6 91 2023-2-2 15:37:18 248.4 25.4
812 6 92 2023-2-2 15:37:28 248.23 25.37
813 6 93 2023-2-2 15:37:38 248.52 25.4
814 6 94 2023-2-2 15:37:48 248.75 25.37
815 6 95 2023-2-2 15:37:58 249.01 25.37
816 6 96 2023-2-2 15:38:8 249.17 25.37
817 6 97 2023-2-2 15:38:18 247.94 25.37
818 6 98 2023-2-2 15:38:28 248.34 25.37
819 6 99 2023-2-2 15:38:38 249.2 25.37
820 6 100 2023-2-2 15:38:48 249.32 25.37
821 6 101 2023-2-2 15:38:58 248.04 25.37
822 6 102 2023-2-2 15:39:8 247.97 25.37
823 6 103 2023-2-2 15:39:18 248.77 25.37
824 6 104 2023-2-2 15:39:28 249.33 25.34
825 6 105 2023-2-2 15:39:38 248.68 25.37
826 6 106 2023-2-2 15:39:48 248.73 25.34
827 6 107 2023-2-2 15:39:58 247.98 25.34
828 6 108 2023-2-2 15:40:8 248.75 25.37
829 6 109 2023-2-2 15:40:18 249.15 25.37
830 6 110 2023-2-2 15:40:28 248.99 25.34
831 6 111 2023-2-2 15:40:38 248.06 25.37
832 6 112 2023-2-2 15:40:48 248.88 25.34
833 6 113 2023-2-2 15:40:58 249.56 25.34
834 6 114 2023-2-2 15:41:8 248.85 25.34
835 6 115 2023-2-2 15:41:19 248.76 25.34
836 6 116 2023-2-2 15:41:29 248.85 25.34
837 6 117 2023-2-2 15:41:39 248.52 25.34
838 6 118 2023-2-2 15:41:49 249.33 25.34
839 6 119 2023-2-2 15:41:59 249.18 25.34
840 6 120 2023-2-2 15:42:9 248.19 25.34
841 7 1 2023-2-2 15:42:21 249.42 25.34
842 7 2 2023-2-2 15:42:31 249.84 25.31
843 7 3 2023-2-2 15:42:41 248.62 25.34
844 7 4 2023-2-2 15:42:51 248.25 25.31
845 7 5 2023-2-2 15:43:1 249.55 25.31
846 7 6 2023-2-2 15:43:11 248.89 25.31
847 7 7 2023-2-2 15:43:21 249.84 25.31
848 7 8 2023-2-2 15:43:31 249.01 25.31
849 7 9 2023-2-2 15:43:41 248.84 25.31
850 7 10 2023-2-2 15:43:51 248.12 25.34
851 7 11 2023-2-2 15:44:1 249.78 25.34
852 7 12 2023-2-2 15:44:11 248.76 25.34
853 7 13 2023-2-2 15:44:21 248.69 25.34
854 7 14 2023-2-2 15:44:31 248.29 25.34
855 7 15 2023-2-2 15:44:41 249.94 25.34
856 7 16 2023-2-2 15:44:51 248.83 25.34
857 7 17 2023-2-2 15:45:1 249.39 25.31
858 7 18 2023-2-2 15:45:11 248.73 25.34
859 7 19 2023-2-2 15:45:21 248.94 25.31
860 7 20 2023-2-2 15:45:31 248.99 25.34
861 7 21 2023-2-2 15:45:41 250.03 25.31
862 7 22 2023-2-2 15:45:51 248.55 25.34
863 7 23 2023-2-2 15:46:1 248.52 25.34
864 7 24 2023-2-2 15:46:11 249.47 25.34
865 7 25 2023-2-2 15:46:21 249.73 25.34
866 7 26 2023-2-2 15:46:31 249.24 25.31
867 7 27 2023-2-2 15:46:41 248.58 25.31
868 7 28 2023-2-2 15:46:51 249.65 25.31
869 7 29 2023-2-2 15:47:1 248.84 25.31
870 7 30 2023-2-2 15:47:11 250.17 25.31
871 7 31 2023-2-2 15:47:21 248.94 25.31
872 7 32 2023-2-2 15:47:31 249.24 25.31
873 7 33 2023-2-2 15:47:41 248.79 25.31
874 7 34 2023-2-2 15:47:51 250.46 25.31
875 7 35 2023-2-2 15:48:1 248.96 25.31
876 7 36 2023-2-2 15:48:11 248.89 25.31
877 7 37 2023-2-2 15:48:21 248.75 25.31
878 7 38 2023-2-2 15:48:31 250.1 25.31
879 7 39 2023-2-2 15:48:41 248.96 25.31
880 7 40 2023-2-2 15:48:51 248.91 25.31
881 7 41 2023-2-2 15:49:1 249.15 25.31
882 7 42 2023-2-2 15:49:11 248.89 25.31
883 7 43 2023-2-2 15:49:21 249.69 25.31
884 7 44 2023-2-2 15:49:31 249.52 25.34
885 7 45 2023-2-2 15:49:41 248.55 25.34
886 7 46 2023-2-2 15:49:51 248.52 25.34
887 7 47 2023-2-2 15:50:1 249.13 25.37
888 7 48 2023-2-2 15:50:11 249.15 25.37
889 7 49 2023-2-2 15:50:21 248.63 25.37
890 7 50 2023-2-2 15:50:31 248.16 25.37
891 7 51 2023-2-2 15:50:41 249.54 25.4
892 7 52 2023-2-2 15:50:51 248.52 25.4
893 7 53 2023-2-2 15:51:1 249.36 25.43
894 7 54 2023-2-2 15:51:11 248.13 25.43
895 7 55 2023-2-2 15:51:21 248.05 25.46
896 7 56 2023-2-2 15:51:31 247.81 25.46
897 7 57 2023-2-2 15:51:41 249.4 25.46
898 7 58 2023-2-2 15:51:51 247.8 25.49
899 7 59 2023-2-2 15:52:1 247.58 25.52
900 7 60 2023-2-2 15:52:11 247.55 25.52
901 7 61 2023-2-2 15:52:21 248.88 25.52
902 7 62 2023-2-2 15:52:31 247.16 25.55
903 7 63 2023-2-2 15:52:41 247.87 25.55
904 7 64 2023-2-2 15:52:51 247.36 25.58
905 7 65 2023-2-2 15:53:1 247.29 25.58
906 7 66 2023-2-2 15:53:11 247.8 25.61
907 7 67 2023-2-2 15:53:21 247.6 25.64
908 7 68 2023-2-2 15:53:31 246.86 25.61
909 7 69 2023-2-2 15:53:41 246.64 25.67
910 7 70 2023-2-2 15:53:51 247.09 25.67
911 7 71 2023-2-2 15:54:1 247.87 25.67
912 7 72 2023-2-2 15:54:11 246.54 25.7
913 7 73 2023-2-2 15:54:21 246.21 25.7
914 7 74 2023-2-2 15:54:32 246.74 25.73
915 7 75 2023-2-2 15:54:41 246.38 25.73
916 7 76 2023-2-2 15:54:51 247.15 25.76
917 7 77 2023-2-2 15:55:1 246.89 25.76
918 7 78 2023-2-2 15:55:12 246.05 25.79
919 7 79 2023-2-2 15:55:21 245.87 25.79
920 7 80 2023-2-2 15:55:31 246.74 25.82
921 7 81 2023-2-2 15:55:42 246.44 25.82
922 7 82 2023-2-2 15:55:51 246.07 25.85
923 7 83 2023-2-2 15:56:2 245.12 25.88
924 7 84 2023-2-2 15:56:12 246.6 25.88
925 7 85 2023-2-2 15:56:22 245.23 25.91
926 7 86 2023-2-2 15:56:32 246.4 25.91
927 7 87 2023-2-2 15:56:42 245.42 25.94
928 7 88 2023-2-2 15:56:52 245.21 25.94
929 7 89 2023-2-2 15:57:2 244.78 25.97
930 7 90 2023-2-2 15:57:12 246.28 25.97
931 7 91 2023-2-2 15:57:22 245.42 26.0
932 7 92 2023-2-2 15:57:32 244.75 26.03
933 7 93 2023-2-2 15:57:42 244.38 26.03
934 7 94 2023-2-2 15:57:52 245.52 26.03
935 7 95 2023-2-2 15:58:2 244.75 26.03
936 7 96 2023-2-2 15:58:12 245.42 26.06
937 7 97 2023-2-2 15:58:22 244.69 26.06
938 7 98 2023-2-2 15:58:32 244.54 26.09
939 7 99 2023-2-2 15:58:42 244.65 26.06
940 7 100 2023-2-2 15:58:52 245.64 26.09
941 7 101 2023-2-2 15:59:2 245.1 26.09
942 7 102 2023-2-2 15:59:12 244.7 26.09
943 7 103 2023-2-2 15:59:22 244.14 26.09
944 7 104 2023-2-2 15:59:32 245.85 26.09
945 7 105 2023-2-2 15:59:42 244.51 26.09
946 7 106 2023-2-2 15:59:52 245.11 26.12
947 7 107 2023-2-2 16:0:2 244.52 26.12
948 7 108 2023-2-2 16:0:12 244.69 26.12
949 7 109 2023-2-2 16:0:22 244.41 26.12
950 7 110 2023-2-2 16:0:32 245.81 26.12
951 7 111 2023-2-2 16:0:42 244.92 26.12
952 7 112 2023-2-2 16:0:52 244.69 26.12
953 7 113 2023-2-2 16:1:2 244.11 26.15
954 7 114 2023-2-2 16:1:12 245.39 26.12
955 7 115 2023-2-2 16:1:22 244.32 26.15
956 7 116 2023-2-2 16:1:32 245.3 26.15
957 7 117 2023-2-2 16:1:42 244.49 26.15
958 7 118 2023-2-2 16:1:52 244.88 26.15
959 7 119 2023-2-2 16:2:2 244.23 26.15
960 7 120 2023-2-2 16:2:12 245.7 26.15
961 8 1 2023-2-2 16:2:24 245.34 26.12
962 8 2 2023-2-2 16:2:34 245.05 26.15
963 8 3 2023-2-2 16:2:44 245.16 26.15
964 8 4 2023-2-2 16:2:54 244.93 26.15
965 8 5 2023-2-2 16:3:4 245.11 26.12
966 8 6 2023-2-2 16:3:14 244.74 26.15
967 8 7 2023-2-2 16:3:24 244.86 26.15
968 8 8 2023-2-2 16:3:34 245.59 26.15
969 8 9 2023-2-2 16:3:44 244.7 26.15
970 8 10 2023-2-2 16:3:54 244.95 26.15
971 8 11 2023-2-2 16:4:4 245.35 26.15
972 8 12 2023-2-2 16:4:14 245.19 26.15
973 8 13 2023-2-2 16:4:24 245.26 26.15
974 8 14 2023-2-2 16:4:34 245.12 26.15
975 8 15 2023-2-2 16:4:44 245.0 26.15
976 8 16 2023-2-2 16:4:54 245.05 26.15
977 8 17 2023-2-2 16:5:4 245.37 26.15
978 8 18 2023-2-2 16:5:14 245.96 26.15
979 8 19 2023-2-2 16:5:24 245.07 26.15
