cycle 20 Stir_pump_PWM 30%
Cycle Start_time_Day Start_time_Hour 
1 2023-02-08 17:20:00 50 30
2 2023-02-08 18:20:00 50 30
3 2023-02-08 19:20:00 50 30
4 2023-02-08 20:20:00 50 30
5 2023-02-08 21:20:00 50 30
6 2023-02-08 22:20:00 50 30
7 2023-02-08 23:20:00 50 30
8 2023-02-09 00:20:00 50 30
9 2023-02-09 01:20:00 50 30
10 2023-02-09 02:20:00 50 30
11 2023-02-09 03:20:00 50 30
12 2023-02-09 04:20:00 50 30
13 2023-02-09 05:20:00 50 30
14 2023-02-09 06:20:00 50 30
15 2023-02-09 07:20:00 50 30
16 2023-02-09 08:20:00 50 30
17 2023-02-09 09:20:00 50 30
18 2023-02-09 10:20:00 50 30
19 2023-02-09 11:20:00 50 30
20 2023-02-09 12:20:00 50 30

No_Count Cycle Cycle_Count Date Time Oxygen_1 Oxygen_2 Temp_1 Temp_2 Light THL_Temp Stir_On Fill_On
98 1 98 2023-02-08 17:36:18 231.95 242.66 24.72 21.96 40.0 22.8 1 0
99 1 99 2023-02-08 17:36:28 231.91 242.39 24.72 21.96 43.3 22.8 1 0
100 1 100 2023-02-08 17:36:38 232.04 242.66 24.72 21.96 33.3 22.7 1 0
101 1 101 2023-02-08 17:36:48 232.18 242.3 24.7 21.96 29.9 22.8 1 0
102 1 102 2023-02-08 17:36:58 231.93 242.52 24.72 21.96 36.6 22.8 1 0
103 1 103 2023-02-08 17:37:08 231.86 242.5 24.72 21.96 40.0 22.8 1 0
104 1 104 2023-02-08 17:37:18 231.99 242.23 24.72 21.96 33.3 22.8 1 0
105 1 105 2023-02-08 17:37:28 231.8 242.39 24.72 21.96 43.3 22.8 1 0
106 1 106 2023-02-08 17:37:38 231.78 242.52 24.72 21.96 43.3 22.8 1 0
107 1 107 2023-02-08 17:37:48 231.97 242.23 24.72 21.98 23.3 22.8 1 0
108 1 108 2023-02-08 17:37:58 231.91 242.28 24.72 21.98 46.6 22.8 1 0
109 1 109 2023-02-08 17:38:08 232.08 242.3 24.72 21.98 26.6 22.8 1 0
110 1 110 2023-02-08 17:38:18 231.99 242.41 24.72 21.98 33.3 22.8 1 0
111 1 111 2023-02-08 17:38:28 232.1 242.26 24.72 21.98 36.6 22.8 1 0
112 1 112 2023-02-08 17:38:38 231.91 242.3 24.72 21.98 36.6 22.8 1 0
113 1 113 2023-02-08 17:38:48 232.12 242.48 24.72 21.98 49.9 22.8 1 0
114 1 114 2023-02-08 17:38:58 232.06 242.35 24.72 21.98 26.6 22.8 1 0
115 1 115 2023-02-08 17:39:08 232.06 242.73 24.72 21.98 46.6 22.8 1 0
116 1 116 2023-02-08 17:39:18 231.88 242.26 24.72 22.01 49.9 22.8 1 0
117 1 117 2023-02-08 17:39:28 231.95 242.35 24.72 22.01 43.3 22.8 1 0
118 1 118 2023-02-08 17:39:38 232.15 242.31 24.72 22.01 29.9 22.8 1 0
119 1 119 2023-02-08 17:39:48 232.12 242.35 24.72 22.01 23.3 22.8 1 0
120 1 120 2023-02-08 17:39:58 232.21 242.37 24.72 22.01 40.0 22.8 1 0
121 1 121 2023-02-08 17:40:08 231.99 242.35 24.72 22.01 10.0 22.8 1 0
122 1 122 2023-02-08 17:40:18 231.95 242.4 24.72 22.01 40.0 22.8 1 0
123 1 123 2023-02-08 17:40:28 232.08 242.24 24.72 22.04 36.6 22.8 1 0
124 1 124 2023-02-08 17:40:38 231.95 242.17 24.72 22.04 46.6 22.8 1 0
125 1 125 2023-02-08 17:40:48 231.99 242.44 24.72 22.04 43.3 22.8 1 0
126 1 126 2023-02-08 17:40:58 231.99 242.51 24.72 22.04 49.9 22.8 1 0
127 1 127 2023-02-08 17:41:08 232.15 242.47 24.72 22.04 43.3 22.8 1 0
128 1 128 2023-02-08 17:41:18 232.02 242.22 24.72 22.04 49.9 22.8 1 0
129 1 129 2023-02-08 17:41:28 232.08 242.31 24.72 22.04 40.0 22.8 1 0
130 1 130 2023-02-08 17:41:38 231.75 242.09 24.72 22.07 40.0 22.8 1 0
131 1 131 2023-02-08 17:41:48 231.83 242.35 24.75 22.04 40.0 22.8 1 0
132 1 132 2023-02-08 17:41:58 232.06 242.47 24.72 22.07 40.0 22.8 1 0
133 1 133 2023-02-08 17:42:08 232.07 242.4 24.75 22.07 46.6 22.8 1 0
134 1 134 2023-02-08 17:42:18 231.97 242.45 24.72 22.07 40.0 22.8 1 0
135 1 135 2023-02-08 17:42:28 232.02 242.33 24.72 22.07 49.9 22.8 1 0
136 1 136 2023-02-08 17:42:38 232.06 242.24 24.72 22.07 46.6 22.8 1 0
137 1 137 2023-02-08 17:42:48 231.75 242.15 24.75 22.07 13.3 22.9 1 0
138 1 138 2023-02-08 17:42:58 231.99 242.31 24.75 22.07 46.6 22.8 1 0
139 1 139 2023-02-08 17:43:08 232.01 242.4 24.75 22.07 33.3 22.8 1 0
140 1 140 2023-02-08 17:43:18 231.7 242.25 24.75 22.09 33.3 22.9 1 0
141 1 141 2023-02-08 17:43:28 231.9 242.41 24.75 22.09 16.6 22.8 1 0
142 1 142 2023-02-08 17:43:38 231.73 242.32 24.75 22.09 53.3 22.8 1 0
143 1 143 2023-02-08 17:43:48 231.99 242.38 24.75 22.09 46.6 22.8 1 0
144 1 144 2023-02-08 17:43:58 232.12 242.16 24.72 22.12 53.3 22.8 1 0
145 1 145 2023-02-08 17:44:08 231.88 242.11 24.75 22.12 33.3 22.8 1 0
146 1 146 2023-02-08 17:44:18 232.08 242.0 24.72 22.12 36.6 22.9 1 0
147 1 147 2023-02-08 17:44:28 231.94 242.41 24.75 22.09 13.3 22.8 1 0
148 1 148 2023-02-08 17:44:38 231.86 242.11 24.75 22.12 20.0 22.8 1 0
149 1 149 2023-02-08 17:44:48 231.83 242.16 24.75 22.12 49.9 22.8 1 0
150 1 150 2023-02-08 17:44:58 232.07 242.41 24.75 22.12 49.9 22.8 1 0
151 1 151 2023-02-08 17:45:08 231.83 242.11 24.75 22.12 46.6 22.8 1 0
152 1 152 2023-02-08 17:45:18 231.75 242.25 24.75 22.12 46.6 22.8 1 0
153 1 153 2023-02-08 17:45:28 232.18 242.34 24.75 22.12 13.3 22.9 1 0
154 1 154 2023-02-08 17:45:38 231.86 242.23 24.75 22.12 40.0 22.8 1 0
155 1 155 2023-02-08 17:45:48 232.03 242.18 24.75 22.12 49.9 22.8 1 0
156 1 156 2023-02-08 17:45:58 232.01 242.48 24.75 22.15 49.9 22.8 1 0
157 1 157 2023-02-08 17:46:08 231.88 242.34 24.75 22.12 36.6 22.8 1 0
158 1 158 2023-02-08 17:46:18 231.77 242.19 24.75 22.15 33.3 22.8 1 0
159 1 159 2023-02-08 17:46:28 231.86 242.14 24.75 22.15 46.6 22.8 1 0
160 1 160 2023-02-08 17:46:38 231.83 241.94 24.75 22.15 46.6 22.8 1 0
161 1 161 2023-02-08 17:46:48 232.1 242.19 24.75 22.15 13.3 22.9 1 0
162 1 162 2023-02-08 17:46:58 232.03 242.05 24.75 22.15 53.3 22.8 1 0
163 1 163 2023-02-08 17:47:08 231.86 242.1 24.75 22.15 26.6 22.8 1 0
164 1 164 2023-02-08 17:47:18 231.9 242.05 24.75 22.15 33.3 22.9 1 0
165 1 165 2023-02-08 17:47:28 231.97 242.34 24.75 22.15 43.3 22.8 1 0
166 1 166 2023-02-08 17:47:38 232.18 242.05 24.75 22.17 49.9 22.9 1 0
167 1 167 2023-02-08 17:47:48 231.75 242.43 24.75 22.15 36.6 22.8 1 0
168 1 168 2023-02-08 17:47:58 232.14 242.3 24.75 22.17 36.6 22.9 1 0
169 1 169 2023-02-08 17:48:08 232.16 242.12 24.75 22.17 49.9 22.8 1 0
170 1 170 2023-02-08 17:48:19 231.88 242.05 24.75 22.17 49.9 22.8 1 0
171 1 171 2023-02-08 17:48:29 232.14 242.08 24.75 22.17 46.6 22.8 1 0
172 1 172 2023-02-08 17:48:39 231.77 242.14 24.75 22.17 26.6 22.8 1 0
173 1 173 2023-02-08 17:48:49 231.77 241.92 24.75 22.2 43.3 22.8 1 0
174 1 174 2023-02-08 17:48:59 231.99 242.1 24.75 22.2 43.3 22.9 1 0
175 1 175 2023-02-08 17:49:09 231.94 242.17 24.75 22.17 36.6 22.9 1 0
176 1 176 2023-02-08 17:49:19 231.83 241.88 24.75 22.2 49.9 22.8 1 0
177 1 177 2023-02-08 17:49:29 231.83 241.67 24.75 22.2 46.6 22.8 1 0
178 1 178 2023-02-08 17:49:39 231.97 241.97 24.75 22.2 40.0 22.8 1 0
179 1 179 2023-02-08 17:49:49 231.76 241.88 24.78 22.2 16.6 22.9 1 0
180 1 180 2023-02-08 17:49:59 231.99 241.88 24.75 22.2 40.0 22.8 1 0
181 1 181 2023-02-08 17:50:09 231.7 241.99 24.78 22.2 43.3 22.9 1 0
182 1 182 2023-02-08 17:50:19 232.12 241.74 24.75 22.23 16.6 22.8 1 0
183 1 183 2023-02-08 17:50:29 231.81 241.72 24.78 22.23 23.3 22.9 1 0
184 1 184 2023-02-08 17:50:39 231.94 242.17 24.78 22.2 33.3 22.9 1 0
185 1 185 2023-02-08 17:50:49 231.72 241.85 24.78 22.2 43.3 22.8 1 0
186 1 186 2023-02-08 17:50:59 232.02 241.5 24.78 22.23 26.6 22.9 1 0
187 1 187 2023-02-08 17:51:09 231.91 241.59 24.78 22.23 26.6 22.9 1 0
188 1 188 2023-02-08 17:51:19 231.76 241.79 24.78 22.23 0.0 22.9 1 0
189 1 189 2023-02-08 17:51:29 231.98 241.77 24.78 22.23 0.0 22.9 1 0
190 1 190 2023-02-08 17:51:39 231.7 241.7 24.78 22.23 0.0 22.8 1 0
191 1 191 2023-02-08 17:51:49 231.78 241.85 24.78 22.2 0.0 22.8 1 0
192 1 192 2023-02-08 17:51:59 231.87 241.72 24.78 22.23 0.0 22.8 1 0
193 1 193 2023-02-08 17:52:09 231.78 241.99 24.78 22.2 3.3 22.8 1 0
194 1 194 2023-02-08 17:52:19 231.98 241.65 24.78 22.23 0.0 22.9 1 0
195 1 195 2023-02-08 17:52:29 231.81 241.47 24.78 22.23 0.0 22.8 1 0
196 1 196 2023-02-08 17:52:39 231.83 242.12 24.78 22.2 0.0 22.9 1 0
197 1 197 2023-02-08 17:52:49 231.76 241.59 24.78 22.23 3.3 22.8 1 0
198 1 198 2023-02-08 17:52:59 231.81 241.79 24.78 22.2 3.3 22.9 1 0
199 1 199 2023-02-08 17:53:09 232.0 242.12 24.78 22.2 0.0 22.8 1 0
200 1 200 2023-02-08 17:53:19 232.02 241.81 24.78 22.2 0.0 22.8 1 0
201 1 201 2023-02-08 17:53:29 231.41 242.01 24.78 22.2 3.3 22.9 1 0
202 1 202 2023-02-08 17:53:39 231.78 242.06 24.78 22.2 0.0 22.8 1 0
203 1 203 2023-02-08 17:53:49 231.74 241.88 24.78 22.2 3.3 22.9 1 0
204 1 204 2023-02-08 17:53:59 232.02 241.61 24.78 22.2 3.3 22.9 1 0
205 1 205 2023-02-08 17:54:09 231.98 241.81 24.78 22.2 3.3 22.9 1 0
206 1 206 2023-02-08 17:54:19 231.57 241.74 24.78 22.2 3.3 22.8 1 0
207 1 207 2023-02-08 17:54:29 231.67 242.08 24.78 22.2 0.0 22.9 1 0
208 1 208 2023-02-08 17:54:39 231.96 241.79 24.78 22.2 10.0 22.8 1 0
209 1 209 2023-02-08 17:54:49 231.94 241.74 24.78 22.2 3.3 22.9 1 0
210 1 210 2023-02-08 17:54:59 231.65 241.85 24.78 22.2 3.3 22.9 1 0
211 1 211 2023-02-08 17:55:09 231.89 241.79 24.78 22.2 3.3 22.8 1 0
212 1 212 2023-02-08 17:55:19 231.85 241.65 24.78 22.2 3.3 22.8 1 0
213 1 213 2023-02-08 17:55:29 231.78 242.1 24.78 22.17 0.0 22.8 1 0
214 1 214 2023-02-08 17:55:39 231.94 242.3 24.75 22.17 0.0 22.8 1 0
215 1 215 2023-02-08 17:55:49 231.97 241.85 24.75 22.17 0.0 22.8 1 0
216 1 216 2023-02-08 17:55:59 232.16 242.08 24.75 22.17 0.0 22.8 1 0
217 1 217 2023-02-08 17:56:09 231.92 242.19 24.75 22.17 3.3 22.9 1 0
218 1 218 2023-02-08 17:56:19 232.05 242.05 24.75 22.17 10.0 22.8 1 0
219 1 219 2023-02-08 17:56:29 232.07 242.17 24.75 22.17 0.0 22.8 1 0
220 1 220 2023-02-08 17:56:39 232.03 242.03 24.75 22.17 3.3 22.8 1 0
221 1 221 2023-02-08 17:56:49 231.9 242.03 24.75 22.17 3.3 22.8 1 0
222 1 222 2023-02-08 17:56:59 231.81 242.23 24.75 22.15 0.0 22.8 1 0
223 1 223 2023-02-08 17:57:09 232.1 242.28 24.75 22.15 0.0 22.8 1 0
224 1 224 2023-02-08 17:57:19 232.23 242.3 24.72 22.15 0.0 22.8 1 0
225 1 225 2023-02-08 17:57:29 232.19 242.01 24.72 22.15 0.0 22.8 1 0
226 1 226 2023-02-08 17:57:39 232.1 242.07 24.72 22.15 3.3 22.8 1 0
227 1 227 2023-02-08 17:57:49 232.28 242.21 24.72 22.15 3.3 22.8 1 0
228 1 228 2023-02-08 17:57:59 232.23 242.39 24.72 22.15 0.0 22.8 1 0
229 1 229 2023-02-08 17:58:09 232.15 242.07 24.72 22.15 3.3 22.8 1 0
230 1 230 2023-02-08 17:58:19 232.32 242.03 24.72 22.15 0.0 22.8 1 0
231 1 231 2023-02-08 17:58:29 231.82 242.18 24.72 22.12 0.0 22.8 1 0
232 1 232 2023-02-08 17:58:39 231.91 242.23 24.72 22.12 3.3 22.8 1 0
233 1 233 2023-02-08 17:58:49 232.42 241.96 24.7 22.12 0.0 22.8 1 0
234 1 234 2023-02-08 17:58:59 232.35 242.27 24.7 22.12 0.0 22.8 1 0
235 1 235 2023-02-08 17:59:09 232.42 242.34 24.7 22.12 16.6 22.8 1 0
236 1 236 2023-02-08 17:59:19 232.22 242.41 24.7 22.12 0.0 22.7 1 0
237 1 237 2023-02-08 17:59:29 232.53 242.16 24.67 22.12 3.3 22.8 1 0
238 1 238 2023-02-08 17:59:39 232.37 242.36 24.7 22.12 3.3 22.8 1 0
239 1 239 2023-02-08 17:59:49 232.58 242.27 24.67 22.12 20.0 22.7 1 0
240 1 240 2023-02-08 17:59:59 232.51 242.27 24.67 22.09 3.3 22.8 1 0
241 1 241 2023-02-08 18:00:09 232.44 242.74 24.67 22.09 0.0 22.7 1 0
242 1 242 2023-02-08 18:00:19 232.25 242.61 24.67 22.09 3.3 22.8 1 0
243 1 243 2023-02-08 18:00:29 232.47 242.27 24.67 22.09 3.3 22.7 1 0
244 1 244 2023-02-08 18:00:39 232.55 242.47 24.67 22.09 0.0 22.7 1 0
245 1 245 2023-02-08 18:00:49 232.38 242.09 24.67 22.09 3.3 22.7 1 0
246 1 246 2023-02-08 18:00:59 232.67 242.45 24.64 22.09 3.3 22.7 1 0
247 1 247 2023-02-08 18:01:09 232.82 242.61 24.64 22.09 0.0 22.8 1 0
248 1 248 2023-02-08 18:01:19 232.4 242.38 24.67 22.09 3.3 22.7 1 0
249 1 249 2023-02-08 18:01:29 232.5 242.92 24.64 22.07 3.3 22.7 1 0
250 1 250 2023-02-08 18:01:39 232.5 242.54 24.64 22.07 3.3 22.7 1 0
251 1 251 2023-02-08 18:01:49 232.76 242.54 24.64 22.07 0.0 22.7 1 0
252 1 252 2023-02-08 18:01:59 232.6 242.63 24.64 22.07 3.3 22.7 1 0
253 1 253 2023-02-08 18:02:09 232.66 242.56 24.61 22.07 3.3 22.7 1 0
254 1 254 2023-02-08 18:02:19 232.71 242.63 24.64 22.07 0.0 22.7 1 0
255 1 255 2023-02-08 18:02:29 232.81 242.69 24.61 22.04 0.0 22.7 1 0
256 1 256 2023-02-08 18:02:39 232.52 242.74 24.64 22.04 3.3 22.7 1 0
257 1 257 2023-02-08 18:02:49 232.92 242.78 24.61 22.04 0.0 22.7 1 0
258 1 258 2023-02-08 18:02:59 232.74 242.74 24.61 22.04 3.3 22.7 1 0
259 1 259 2023-02-08 18:03:09 232.87 242.78 24.61 22.04 3.3 22.7 1 0
260 1 260 2023-02-08 18:03:19 232.87 242.87 24.61 22.04 0.0 22.7 1 0
261 1 261 2023-02-08 18:03:29 232.72 242.51 24.61 22.04 3.3 22.7 1 0
262 1 262 2023-02-08 18:03:39 232.74 242.58 24.61 22.04 3.3 22.7 1 0
263 1 263 2023-02-08 18:03:49 233.01 242.65 24.58 22.04 0.0 22.7 1 0
264 1 264 2023-02-08 18:03:59 232.74 242.76 24.61 22.04 40.0 22.7 1 0
265 1 265 2023-02-08 18:04:09 232.92 242.72 24.58 22.04 3.3 22.7 1 0
266 1 266 2023-02-08 18:04:19 232.92 242.4 24.58 22.04 26.6 22.7 1 0
267 1 267 2023-02-08 18:04:29 232.77 242.8 24.58 22.01 3.3 22.7 1 0
268 1 268 2023-02-08 18:04:39 233.14 242.69 24.58 22.01 0.0 22.6 1 0
269 1 269 2023-02-08 18:04:49 232.82 242.94 24.58 22.01 0.0 22.6 1 0
270 1 270 2023-02-08 18:04:59 233.17 242.64 24.55 22.01 0.0 22.6 1 0
271 1 271 2023-02-08 18:05:09 233.24 242.92 24.55 22.01 0.0 22.6 1 0
272 1 272 2023-02-08 18:05:19 233.04 242.8 24.55 21.98 3.3 22.7 1 0
273 1 273 2023-02-08 18:05:29 233.06 242.73 24.55 22.01 0.0 22.6 1 0
274 1 274 2023-02-08 18:05:39 232.97 242.73 24.55 22.01 3.3 22.6 1 0
275 1 275 2023-02-08 18:05:49 233.15 242.8 24.55 21.98 3.3 22.6 1 0
276 1 276 2023-02-08 18:05:59 233.17 242.93 24.55 21.98 0.0 22.6 1 0
277 1 277 2023-02-08 18:06:09 233.07 242.51 24.52 21.98 0.0 22.6 1 0
