cycle 20 Stir_pump_PWM 30%
Cycle Start_time_Day Start_time_Hour 
1 2023-02-08 17:20:00 50 30
2 2023-02-08 18:20:00 50 30
3 2023-02-08 19:20:00 50 30
4 2023-02-08 20:20:00 50 30
5 2023-02-08 21:20:00 50 30
6 2023-02-08 22:20:00 50 30
7 2023-02-08 23:20:00 50 30
8 2023-02-09 00:20:00 50 30
9 2023-02-09 01:20:00 50 30
10 2023-02-09 02:20:00 50 30
11 2023-02-09 03:20:00 50 30
12 2023-02-09 04:20:00 50 30
13 2023-02-09 05:20:00 50 30
14 2023-02-09 06:20:00 50 30
15 2023-02-09 07:20:00 50 30
16 2023-02-09 08:20:00 50 30
17 2023-02-09 09:20:00 50 30
18 2023-02-09 10:20:00 50 30
19 2023-02-09 11:20:00 50 30
20 2023-02-09 12:20:00 50 30

No_Count Cycle Cycle_Count Date Time Oxygen_1 Oxygen_2 Temp_1 Temp_2 Light THL_Temp Stir_On Fill_On
1445 5 6 2023-02-08 21:20:58 246.71 250.72 21.56 19.28 3.3 19.5 1 0
1446 5 7 2023-02-08 21:21:08 246.68 250.24 21.56 19.28 0.0 19.5 1 0
1447 5 8 2023-02-08 21:21:18 246.87 250.05 21.56 19.28 3.3 19.6 1 0
1448 5 9 2023-02-08 21:21:28 246.78 249.87 21.56 19.28 3.3 19.5 1 0
1449 5 10 2023-02-08 21:21:38 246.89 250.07 21.56 19.28 0.0 19.5 1 0
1450 5 11 2023-02-08 21:21:48 246.8 249.98 21.56 19.28 0.0 19.6 1 0
1451 5 12 2023-02-08 21:21:58 246.87 249.95 21.56 19.31 3.3 19.5 1 0
1452 5 13 2023-02-08 21:22:08 246.89 249.87 21.56 19.28 0.0 19.5 1 0
1453 5 14 2023-02-08 21:22:18 247.07 249.42 21.53 19.31 33.3 19.6 1 0
1454 5 15 2023-02-08 21:22:28 246.57 249.46 21.56 19.31 3.3 19.5 1 0
1455 5 16 2023-02-08 21:22:38 246.75 249.6 21.53 19.31 0.0 19.5 1 0
1456 5 17 2023-02-08 21:22:48 246.85 249.62 21.56 19.31 0.0 19.6 1 0
1457 5 18 2023-02-08 21:22:58 247.14 249.89 21.53 19.28 3.3 19.6 1 0
1458 5 19 2023-02-08 21:23:08 247.0 249.83 21.53 19.31 3.3 19.5 1 0
1459 5 20 2023-02-08 21:23:18 247.12 249.58 21.53 19.31 3.3 19.5 1 0
1460 5 21 2023-02-08 21:23:28 246.84 249.58 21.53 19.31 3.3 19.6 1 0
1461 5 22 2023-02-08 21:23:38 246.82 249.42 21.56 19.31 10.0 19.5 1 0
1462 5 23 2023-02-08 21:23:48 246.94 249.6 21.53 19.31 0.0 19.5 1 0
1463 5 24 2023-02-08 21:23:58 247.05 249.37 21.53 19.31 0.0 19.5 1 0
1464 5 25 2023-02-08 21:24:08 246.66 249.44 21.56 19.31 0.0 19.5 1 0
1465 5 26 2023-02-08 21:24:18 246.94 249.46 21.53 19.31 6.6 19.5 1 0
1466 5 27 2023-02-08 21:24:28 246.98 249.65 21.53 19.31 0.0 19.5 1 0
1467 5 28 2023-02-08 21:24:38 246.87 249.42 21.53 19.31 0.0 19.6 1 0
1468 5 29 2023-02-08 21:24:48 246.96 249.13 21.53 19.33 0.0 19.5 1 0
1469 5 30 2023-02-08 21:24:58 247.12 249.58 21.53 19.31 3.3 19.5 1 0
1470 5 31 2023-02-08 21:25:08 247.0 249.13 21.53 19.33 0.0 19.5 1 0
1471 5 32 2023-02-08 21:25:18 246.94 249.76 21.53 19.31 0.0 19.5 1 0
1472 5 33 2023-02-08 21:25:28 247.07 249.27 21.53 19.33 3.3 19.5 1 0
1473 5 34 2023-02-08 21:25:38 246.94 249.6 21.53 19.31 3.3 19.5 1 0
1474 5 35 2023-02-08 21:25:48 246.78 249.72 21.53 19.31 0.0 19.5 1 0
1475 5 36 2023-02-08 21:25:58 246.96 249.6 21.53 19.31 3.3 19.5 1 0
1476 5 37 2023-02-08 21:26:08 246.78 249.62 21.53 19.31 3.3 19.5 1 0
1477 5 38 2023-02-08 21:26:18 246.78 249.78 21.53 19.31 0.0 19.5 1 0
1478 5 39 2023-02-08 21:26:28 246.75 249.61 21.53 19.33 3.3 19.5 1 0
1479 5 40 2023-02-08 21:26:38 246.84 249.4 21.53 19.33 0.0 19.6 1 0
1480 5 41 2023-02-08 21:26:48 247.05 249.47 21.5 19.33 3.3 19.5 1 0
1481 5 42 2023-02-08 21:26:58 247.16 249.88 21.5 19.33 3.3 19.5 1 0
1482 5 43 2023-02-08 21:27:08 246.98 249.56 21.53 19.33 3.3 19.5 1 0
1483 5 44 2023-02-08 21:27:18 247.0 249.49 21.5 19.33 0.0 19.5 1 0
1484 5 45 2023-02-08 21:27:28 246.89 249.59 21.5 19.33 10.0 19.5 1 0
1485 5 46 2023-02-08 21:27:38 246.84 249.56 21.53 19.33 3.3 19.5 1 0
1486 5 47 2023-02-08 21:27:48 246.89 249.52 21.53 19.33 3.3 19.5 1 0
1487 5 48 2023-02-08 21:27:58 247.1 249.52 21.5 19.33 0.0 19.5 1 0
1488 5 49 2023-02-08 21:28:08 247.0 249.61 21.5 19.33 0.0 19.5 1 0
1489 5 50 2023-02-08 21:28:18 247.12 249.79 21.5 19.33 0.0 19.5 1 0
1490 5 51 2023-02-08 21:28:28 247.1 249.68 21.5 19.33 0.0 19.5 1 0
1491 5 52 2023-02-08 21:28:38 247.35 249.93 21.5 19.33 3.3 19.5 1 0
1492 5 53 2023-02-08 21:28:48 247.26 249.56 21.5 19.33 3.3 19.4 1 0
1493 5 54 2023-02-08 21:28:58 246.89 249.43 21.53 19.36 0.0 19.5 1 0
1494 5 55 2023-02-08 21:29:08 246.89 249.86 21.5 19.33 3.3 19.5 1 0
1495 5 56 2023-02-08 21:29:18 247.0 249.53 21.5 19.36 0.0 19.5 1 0
1496 5 57 2023-02-08 21:29:28 247.05 249.5 21.5 19.36 0.0 19.5 1 0
1497 5 58 2023-02-08 21:29:39 247.05 249.46 21.5 19.36 3.3 19.5 1 0
1498 5 59 2023-02-08 21:29:49 247.16 249.85 21.5 19.36 3.3 19.5 1 0
1499 5 60 2023-02-08 21:29:59 247.12 249.46 21.5 19.36 3.3 19.5 1 0
1500 5 61 2023-02-08 21:30:09 247.0 249.43 21.5 19.36 3.3 19.6 1 0
1501 5 62 2023-02-08 21:30:19 246.84 249.5 21.5 19.36 3.3 19.5 1 0
1502 5 63 2023-02-08 21:30:29 247.07 249.53 21.5 19.36 3.3 19.5 1 0
1503 5 64 2023-02-08 21:30:39 247.05 249.62 21.5 19.36 3.3 19.5 1 0
1504 5 65 2023-02-08 21:30:49 247.14 249.8 21.5 19.36 0.0 19.5 1 0
1505 5 66 2023-02-08 21:30:59 247.12 249.62 21.5 19.36 3.3 19.4 1 0
1506 5 67 2023-02-08 21:31:09 246.93 249.62 21.5 19.36 0.0 19.5 1 0
1507 5 68 2023-02-08 21:31:19 246.91 249.75 21.5 19.36 3.3 19.5 1 0
1508 5 69 2023-02-08 21:31:29 247.12 249.87 21.5 19.36 3.3 19.5 1 0
1509 5 70 2023-02-08 21:31:39 247.03 250.03 21.5 19.36 0.0 19.5 1 0
1510 5 71 2023-02-08 21:31:49 247.1 249.75 21.5 19.36 3.3 19.5 1 0
1511 5 72 2023-02-08 21:31:59 247.07 249.64 21.5 19.36 0.0 19.5 1 0
1512 5 73 2023-02-08 21:32:09 247.26 249.32 21.5 19.36 36.6 19.5 1 0
1513 5 74 2023-02-08 21:32:19 247.03 249.64 21.5 19.36 0.0 19.5 1 0
1514 5 75 2023-02-08 21:32:29 247.26 249.87 21.48 19.36 3.3 19.4 1 0
1515 5 76 2023-02-08 21:32:39 247.19 249.57 21.5 19.36 3.3 19.5 1 0
1516 5 77 2023-02-08 21:32:49 247.07 249.66 21.5 19.36 3.3 19.5 1 0
1517 5 78 2023-02-08 21:32:59 247.05 249.87 21.5 19.36 0.0 19.5 1 0
1518 5 79 2023-02-08 21:33:09 247.23 250.08 21.48 19.36 0.0 19.4 1 0
1519 5 80 2023-02-08 21:33:19 247.16 249.69 21.48 19.36 3.3 19.4 1 0
1520 5 81 2023-02-08 21:33:29 247.12 249.78 21.5 19.36 0.0 19.5 1 0
1521 5 82 2023-02-08 21:33:39 247.26 249.85 21.48 19.36 3.3 19.5 1 0
1522 5 83 2023-02-08 21:33:49 246.93 249.96 21.5 19.36 3.3 19.5 1 0
1523 5 84 2023-02-08 21:33:59 247.26 249.89 21.48 19.36 3.3 19.4 1 0
1524 5 85 2023-02-08 21:34:09 247.39 249.71 21.48 19.36 0.0 19.4 1 0
1525 5 86 2023-02-08 21:34:19 247.26 249.96 21.48 19.36 10.0 19.5 1 0
1526 5 87 2023-02-08 21:34:29 247.39 249.78 21.48 19.36 3.3 19.5 1 0
1527 5 88 2023-02-08 21:34:39 247.39 249.64 21.48 19.36 26.6 19.5 1 0
1528 5 89 2023-02-08 21:34:49 247.21 250.03 21.48 19.36 3.3 19.4 1 0
1529 5 90 2023-02-08 21:34:59 247.28 250.08 21.48 19.36 0.0 19.5 1 0
1530 5 91 2023-02-08 21:35:09 247.0 249.85 21.48 19.36 3.3 19.5 1 0
1531 5 92 2023-02-08 21:35:19 247.09 250.05 21.48 19.36 3.3 19.5 1 0
1532 5 93 2023-02-08 21:35:29 247.28 249.49 21.48 19.38 3.3 19.5 1 0
1533 5 94 2023-02-08 21:35:39 247.21 250.05 21.48 19.36 29.9 19.5 1 0
1534 5 95 2023-02-08 21:35:49 247.03 249.96 21.48 19.36 0.0 19.5 1 0
1535 5 96 2023-02-08 21:35:59 247.49 250.01 21.48 19.36 6.6 19.5 1 0
1536 5 97 2023-02-08 21:36:09 247.12 249.88 21.48 19.38 0.0 19.5 1 0
1537 5 98 2023-02-08 21:36:19 247.23 249.46 21.48 19.38 0.0 19.5 1 0
1538 5 99 2023-02-08 21:36:29 247.35 249.94 21.48 19.36 0.0 19.5 1 0
1539 5 100 2023-02-08 21:36:39 247.23 250.08 21.48 19.36 0.0 19.4 1 0
1540 5 101 2023-02-08 21:36:49 247.42 249.67 21.48 19.38 3.3 19.5 1 0
1541 5 102 2023-02-08 21:36:59 247.12 249.69 21.48 19.38 0.0 19.5 1 0
1542 5 103 2023-02-08 21:37:09 247.09 249.62 21.48 19.38 3.3 19.4 1 0
1543 5 104 2023-02-08 21:37:19 247.19 249.67 21.48 19.38 0.0 19.4 1 0
1544 5 105 2023-02-08 21:37:29 247.28 249.46 21.48 19.38 0.0 19.4 1 0
1545 5 106 2023-02-08 21:37:39 247.21 249.69 21.48 19.36 3.3 19.5 1 0
1546 5 107 2023-02-08 21:37:49 246.98 249.72 21.48 19.38 3.3 19.4 1 0
1547 5 108 2023-02-08 21:37:59 247.16 249.8 21.48 19.36 0.0 19.4 1 0
1548 5 109 2023-02-08 21:38:09 246.91 249.76 21.48 19.38 0.0 19.5 1 0
1549 5 110 2023-02-08 21:38:19 247.26 249.88 21.48 19.38 0.0 19.5 1 0
1550 5 111 2023-02-08 21:38:29 247.19 249.79 21.48 19.38 0.0 19.5 1 0
1551 5 112 2023-02-08 21:38:39 247.05 249.9 21.48 19.38 3.3 19.5 1 0
1552 5 113 2023-02-08 21:38:49 247.46 249.72 21.45 19.38 3.3 19.4 1 0
1553 5 114 2023-02-08 21:38:59 247.19 249.67 21.48 19.38 3.3 19.5 1 0
1554 5 115 2023-02-08 21:39:09 247.6 249.97 21.45 19.38 0.0 19.4 1 0
1555 5 116 2023-02-08 21:39:19 247.3 249.51 21.45 19.38 3.3 19.5 1 0
1556 5 117 2023-02-08 21:39:29 247.28 249.9 21.48 19.38 0.0 19.5 1 0
1557 5 118 2023-02-08 21:39:39 247.53 249.92 21.45 19.38 3.3 19.4 1 0
1558 5 119 2023-02-08 21:39:49 247.18 249.88 21.45 19.38 0.0 19.5 1 0
1559 5 120 2023-02-08 21:39:59 247.41 249.79 21.45 19.38 0.0 19.4 1 0
1560 5 121 2023-02-08 21:40:09 247.23 249.97 21.45 19.38 0.0 19.4 1 0
1561 5 122 2023-02-08 21:40:19 247.32 249.88 21.45 19.38 3.3 19.4 1 0
1562 5 123 2023-02-08 21:40:29 247.41 249.92 21.45 19.38 3.3 19.4 1 0
1563 5 124 2023-02-08 21:40:39 247.46 250.04 21.45 19.38 3.3 19.4 1 0
1564 5 125 2023-02-08 21:40:49 247.48 249.88 21.45 19.38 0.0 19.4 1 0
1565 5 126 2023-02-08 21:40:59 247.44 249.83 21.45 19.38 3.3 19.4 1 0
1566 5 127 2023-02-08 21:41:09 247.58 249.74 21.45 19.38 0.0 19.5 1 0
1567 5 128 2023-02-08 21:41:19 247.35 249.88 21.45 19.38 3.3 19.5 1 0
1568 5 129 2023-02-08 21:41:29 247.32 249.85 21.45 19.38 0.0 19.4 1 0
1569 5 130 2023-02-08 21:41:39 247.41 249.92 21.45 19.38 3.3 19.5 1 0
1570 5 131 2023-02-08 21:41:49 247.23 250.11 21.45 19.38 46.6 19.4 1 0
1571 5 132 2023-02-08 21:41:59 247.28 249.83 21.45 19.38 0.0 19.4 1 0
1572 5 133 2023-02-08 21:42:09 247.32 250.08 21.45 19.38 33.3 19.4 1 0
1573 5 134 2023-02-08 21:42:19 247.48 249.88 21.45 19.38 3.3 19.4 1 0
1574 5 135 2023-02-08 21:42:29 247.41 249.67 21.45 19.38 3.3 19.4 1 0
1575 5 136 2023-02-08 21:42:39 247.3 249.88 21.45 19.38 36.6 19.4 1 0
1576 5 137 2023-02-08 21:42:49 247.18 249.83 21.45 19.38 0.0 19.4 1 0
1577 5 138 2023-02-08 21:42:59 247.32 249.7 21.45 19.41 3.3 19.4 1 0
1578 5 139 2023-02-08 21:43:09 247.37 250.0 21.45 19.41 3.3 19.4 1 0
1579 5 140 2023-02-08 21:43:19 247.35 249.85 21.45 19.38 0.0 19.4 1 0
1580 5 141 2023-02-08 21:43:29 247.28 249.92 21.45 19.38 3.3 19.4 1 0
1581 5 142 2023-02-08 21:43:39 247.18 250.18 21.45 19.38 13.3 19.4 1 0
1582 5 143 2023-02-08 21:43:49 247.32 249.88 21.45 19.38 0.0 19.4 1 0
1583 5 144 2023-02-08 21:43:59 247.3 249.79 21.45 19.38 0.0 19.4 1 0
1584 5 145 2023-02-08 21:44:09 247.51 249.97 21.45 19.38 3.3 19.4 1 0
1585 5 146 2023-02-08 21:44:19 247.46 250.08 21.45 19.38 0.0 19.4 1 0
1586 5 147 2023-02-08 21:44:29 247.55 249.67 21.42 19.38 0.0 19.4 1 0
1587 5 148 2023-02-08 21:44:39 247.41 249.83 21.42 19.38 0.0 19.4 1 0
1588 5 149 2023-02-08 21:44:49 247.32 249.66 21.45 19.41 0.0 19.4 1 0
1589 5 150 2023-02-08 21:44:59 247.32 249.88 21.45 19.38 0.0 19.4 1 0
1590 5 151 2023-02-08 21:45:09 247.48 249.61 21.42 19.41 3.3 19.5 1 0
1591 5 152 2023-02-08 21:45:19 247.16 249.72 21.45 19.41 0.0 19.5 1 0
1592 5 153 2023-02-08 21:45:29 247.3 249.82 21.45 19.41 0.0 19.4 1 0
1593 5 154 2023-02-08 21:45:39 247.25 249.56 21.45 19.41 3.3 19.4 1 0
1594 5 155 2023-02-08 21:45:49 247.32 249.7 21.42 19.41 0.0 19.4 1 0
1595 5 156 2023-02-08 21:45:59 247.37 249.88 21.42 19.38 3.3 19.4 1 0
1596 5 157 2023-02-08 21:46:09 247.3 249.85 21.45 19.38 0.0 19.4 1 0
1597 5 158 2023-02-08 21:46:19 247.57 249.7 21.42 19.41 3.3 19.4 1 0
1598 5 159 2023-02-08 21:46:29 247.05 249.7 21.45 19.41 0.0 19.4 1 0
1599 5 160 2023-02-08 21:46:39 247.6 249.97 21.42 19.38 3.3 19.4 1 0
1600 5 161 2023-02-08 21:46:49 247.46 249.63 21.42 19.41 3.3 19.4 1 0
1601 5 162 2023-02-08 21:46:59 247.51 249.72 21.42 19.41 3.3 19.4 1 0
1602 5 163 2023-02-08 21:47:09 247.48 249.93 21.42 19.41 3.3 19.4 1 0
1603 5 164 2023-02-08 21:47:19 247.53 249.7 21.42 19.41 0.0 19.4 1 0
1604 5 165 2023-02-08 21:47:29 247.44 249.79 21.42 19.38 3.3 19.4 1 0
1605 5 166 2023-02-08 21:47:39 247.57 249.68 21.42 19.41 3.3 19.5 1 0
1606 5 167 2023-02-08 21:47:49 247.57 249.59 21.42 19.41 0.0 19.4 1 0
1607 5 168 2023-02-08 21:47:59 247.51 249.88 21.42 19.38 3.3 19.5 1 0
1608 5 169 2023-02-08 21:48:09 247.53 249.54 21.42 19.41 0.0 19.4 1 0
1609 5 170 2023-02-08 21:48:19 247.55 250.04 21.42 19.38 40.0 19.4 1 0
1610 5 171 2023-02-08 21:48:29 247.3 249.79 21.42 19.41 0.0 19.3 1 0
1611 5 172 2023-02-08 21:48:39 247.37 249.95 21.42 19.38 0.0 19.4 1 0
1612 5 173 2023-02-08 21:48:49 247.51 249.63 21.42 19.41 3.3 19.4 1 0
1613 5 174 2023-02-08 21:48:59 247.48 249.85 21.42 19.38 3.3 19.4 1 0
1614 5 175 2023-02-08 21:49:09 247.48 249.68 21.42 19.41 0.0 19.4 1 0
1615 5 176 2023-02-08 21:49:19 247.74 249.82 21.42 19.41 0.0 19.4 1 0
1616 5 177 2023-02-08 21:49:29 247.51 249.92 21.42 19.38 6.6 19.4 1 0
1617 5 178 2023-02-08 21:49:39 247.55 250.01 21.42 19.38 3.3 19.4 1 0
1618 5 179 2023-02-08 21:49:49 247.48 249.59 21.42 19.41 3.3 19.4 1 0
1619 5 180 2023-02-08 21:49:59 247.39 249.81 21.42 19.38 0.0 19.4 1 0
1620 5 181 2023-02-08 21:50:09 247.41 250.13 21.42 19.38 0.0 19.4 1 0
1621 5 182 2023-02-08 21:50:19 247.48 249.81 21.42 19.38 0.0 19.4 1 0
1622 5 183 2023-02-08 21:50:29 247.53 249.9 21.42 19.38 0.0 19.4 1 0
1623 5 184 2023-02-08 21:50:39 247.73 249.85 21.4 19.38 0.0 19.4 1 0
1624 5 185 2023-02-08 21:50:49 247.34 249.83 21.42 19.38 3.3 19.3 1 0
1625 5 186 2023-02-08 21:50:59 247.62 250.04 21.4 19.38 3.3 19.4 1 0
1626 5 187 2023-02-08 21:51:09 247.69 250.11 21.4 19.38 0.0 19.4 1 0
1627 5 188 2023-02-08 21:51:19 247.48 250.06 21.4 19.38 3.3 19.4 1 0
1628 5 189 2023-02-08 21:51:29 247.73 250.11 21.4 19.38 0.0 19.4 1 0
1629 5 190 2023-02-08 21:51:40 247.6 250.04 21.4 19.38 3.3 19.4 1 0
1630 5 191 2023-02-08 21:51:50 247.78 249.97 21.4 19.38 0.0 19.4 1 0
1631 5 192 2023-02-08 21:52:00 247.69 249.79 21.4 19.41 0.0 19.4 1 0
1632 5 193 2023-02-08 21:52:10 247.57 250.13 21.4 19.38 0.0 19.4 1 0
1633 5 194 2023-02-08 21:52:20 247.53 249.95 21.4 19.38 0.0 19.3 1 0
1634 5 195 2023-02-08 21:52:30 247.55 249.88 21.4 19.38 0.0 19.4 1 0
1635 5 196 2023-02-08 21:52:40 247.5 249.95 21.4 19.38 0.0 19.4 1 0
1636 5 197 2023-02-08 21:52:50 247.62 250.22 21.4 19.38 0.0 19.3 1 0
1637 5 198 2023-02-08 21:53:00 247.78 250.06 21.4 19.38 43.3 19.4 1 0
1638 5 199 2023-02-08 21:53:10 247.85 249.9 21.4 19.38 3.3 19.4 1 0
1639 5 200 2023-02-08 21:53:20 247.53 250.08 21.4 19.38 3.3 19.3 1 0
1640 5 201 2023-02-08 21:53:30 247.69 250.18 21.4 19.38 3.3 19.4 1 0
1641 5 202 2023-02-08 21:53:40 247.71 249.85 21.4 19.38 0.0 19.4 1 0
1642 5 203 2023-02-08 21:53:50 247.46 249.92 21.4 19.38 3.3 19.4 1 0
1643 5 204 2023-02-08 21:54:00 247.55 249.95 21.4 19.38 0.0 19.4 1 0
1644 5 205 2023-02-08 21:54:10 247.64 249.88 21.4 19.41 33.3 19.4 1 0
1645 5 206 2023-02-08 21:54:20 247.62 250.04 21.4 19.38 0.0 19.3 1 0
1646 5 207 2023-02-08 21:54:30 247.62 250.18 21.4 19.38 3.3 19.4 1 0
1647 5 208 2023-02-08 21:54:40 247.57 250.2 21.4 19.38 10.0 19.4 1 0
1648 5 209 2023-02-08 21:54:50 247.67 250.01 21.4 19.38 3.3 19.4 1 0
1649 5 210 2023-02-08 21:55:00 247.82 250.27 21.37 19.38 10.0 19.4 1 0
1650 5 211 2023-02-08 21:55:10 247.57 250.2 21.4 19.38 3.3 19.4 1 0
1651 5 212 2023-02-08 21:55:20 247.87 249.85 21.37 19.38 0.0 19.3 1 0
1652 5 213 2023-02-08 21:55:30 247.78 250.08 21.37 19.38 3.3 19.3 1 0
1653 5 214 2023-02-08 21:55:40 247.87 249.97 21.37 19.38 3.3 19.4 1 0
1654 5 215 2023-02-08 21:55:50 247.57 250.13 21.4 19.38 0.0 19.3 1 0
1655 5 216 2023-02-08 21:56:00 247.39 249.99 21.4 19.38 3.3 19.3 1 0
1656 5 217 2023-02-08 21:56:10 247.53 250.15 21.37 19.38 3.3 19.3 1 0
1657 5 218 2023-02-08 21:56:20 247.73 249.92 21.37 19.38 3.3 19.3 1 0
1658 5 219 2023-02-08 21:56:30 247.89 250.11 21.37 19.38 0.0 19.3 1 0
1659 5 220 2023-02-08 21:56:40 247.87 249.83 21.37 19.38 3.3 19.3 1 0
1660 5 221 2023-02-08 21:56:50 247.82 250.04 21.37 19.38 0.0 19.4 1 0
1661 5 222 2023-02-08 21:57:00 247.66 250.06 21.37 19.38 3.3 19.3 1 0
1662 5 223 2023-02-08 21:57:10 247.66 250.06 21.37 19.38 0.0 19.4 1 0
1663 5 224 2023-02-08 21:57:20 247.78 250.06 21.37 19.38 3.3 19.3 1 0
1664 5 225 2023-02-08 21:57:30 247.69 250.06 21.37 19.38 0.0 19.4 1 0
1665 5 226 2023-02-08 21:57:40 247.55 250.01 21.37 19.38 3.3 19.4 1 0
1666 5 227 2023-02-08 21:57:50 247.87 249.97 21.37 19.38 0.0 19.4 1 0
1667 5 228 2023-02-08 21:58:00 247.48 249.85 21.37 19.38 0.0 19.4 1 0
1668 5 229 2023-02-08 21:58:10 247.85 249.88 21.37 19.38 3.3 19.4 1 0
1669 5 230 2023-02-08 21:58:20 247.89 250.11 21.37 19.38 3.3 19.3 1 0
1670 5 231 2023-02-08 21:58:30 247.69 250.08 21.37 19.38 0.0 19.4 1 0
1671 5 232 2023-02-08 21:58:40 247.96 250.06 21.37 19.38 0.0 19.4 1 0
1672 5 233 2023-02-08 21:58:50 247.8 249.95 21.37 19.38 0.0 19.3 1 0
1673 5 234 2023-02-08 21:59:00 247.59 249.99 21.37 19.38 0.0 19.4 1 0
1674 5 235 2023-02-08 21:59:10 247.43 249.9 21.37 19.38 0.0 19.4 1 0
1675 5 236 2023-02-08 21:59:20 247.71 249.92 21.37 19.38 0.0 19.4 1 0
1676 5 237 2023-02-08 21:59:30 247.87 249.85 21.37 19.38 3.3 19.4 1 0
1677 5 238 2023-02-08 21:59:40 247.5 249.95 21.37 19.38 0.0 19.4 1 0
1678 5 239 2023-02-08 21:59:50 247.89 249.68 21.34 19.41 0.0 19.3 1 0
1679 5 240 2023-02-08 22:00:00 247.69 249.92 21.37 19.38 3.3 19.3 1 0
1680 5 241 2023-02-08 22:00:10 247.87 249.99 21.34 19.38 3.3 19.4 1 0
1681 5 242 2023-02-08 22:00:20 247.69 249.92 21.37 19.38 6.6 19.4 1 0
1682 5 243 2023-02-08 22:00:30 247.98 249.83 21.34 19.38 0.0 19.3 1 0
1683 5 244 2023-02-08 22:00:40 247.71 249.99 21.37 19.38 0.0 19.4 1 0
1684 5 245 2023-02-08 22:00:50 247.89 250.04 21.34 19.38 3.3 19.3 1 0
1685 5 246 2023-02-08 22:01:00 247.78 249.9 21.34 19.38 0.0 19.3 1 0
1686 5 247 2023-02-08 22:01:10 247.87 250.22 21.34 19.38 3.3 19.4 1 0
1687 5 248 2023-02-08 22:01:20 248.12 249.92 21.34 19.38 0.0 19.3 1 0
1688 5 249 2023-02-08 22:01:30 247.87 250.08 21.34 19.38 3.3 19.3 1 0
1689 5 250 2023-02-08 22:01:40 247.98 249.95 21.34 19.38 0.0 19.4 1 0
1690 5 251 2023-02-08 22:01:50 248.15 250.06 21.34 19.38 0.0 19.3 1 0
1691 5 252 2023-02-08 22:02:00 248.03 250.27 21.34 19.38 3.3 19.3 1 0
1692 5 253 2023-02-08 22:02:10 247.78 250.47 21.34 19.38 3.3 19.4 1 0
1693 5 254 2023-02-08 22:02:20 247.98 250.2 21.34 19.38 0.0 19.3 1 0
1694 5 255 2023-02-08 22:02:30 247.96 249.74 21.34 19.38 0.0 19.2 1 0
1695 5 256 2023-02-08 22:02:40 247.94 249.97 21.34 19.38 0.0 19.3 1 0
1696 5 257 2023-02-08 22:02:50 248.17 250.11 21.34 19.38 0.0 19.3 1 0
1697 5 258 2023-02-08 22:03:00 248.05 250.18 21.34 19.38 3.3 19.3 1 0
1698 5 259 2023-02-08 22:03:10 248.08 249.9 21.34 19.38 3.3 19.3 1 0
1699 5 260 2023-02-08 22:03:20 248.01 250.01 21.34 19.38 0.0 19.3 1 0
1700 5 261 2023-02-08 22:03:30 247.96 250.01 21.34 19.38 3.3 19.3 1 0
1701 5 262 2023-02-08 22:03:40 248.12 250.15 21.34 19.38 0.0 19.3 1 0
1702 5 263 2023-02-08 22:03:50 247.98 249.95 21.34 19.38 3.3 19.3 1 0
1703 5 264 2023-02-08 22:04:00 247.89 250.08 21.34 19.38 3.3 19.3 1 0
1704 5 265 2023-02-08 22:04:10 247.75 249.95 21.34 19.38 3.3 19.3 1 0
1705 5 266 2023-02-08 22:04:20 247.8 249.74 21.32 19.38 3.3 19.3 1 0
1706 5 267 2023-02-08 22:04:30 247.96 250.14 21.34 19.36 3.3 19.4 1 0
1707 5 268 2023-02-08 22:04:40 247.98 250.12 21.34 19.36 3.3 19.4 1 0
1708 5 269 2023-02-08 22:04:50 248.01 249.9 21.34 19.38 3.3 19.3 1 0
1709 5 270 2023-02-08 22:05:00 247.73 249.94 21.34 19.36 0.0 19.3 1 0
1710 5 271 2023-02-08 22:05:10 247.71 249.92 21.34 19.36 0.0 19.3 1 0
1711 5 272 2023-02-08 22:05:20 248.03 250.24 21.32 19.36 0.0 19.3 1 0
1712 5 273 2023-02-08 22:05:30 247.8 249.94 21.34 19.36 6.6 19.4 1 0
1713 5 274 2023-02-08 22:05:40 248.08 250.17 21.32 19.36 0.0 19.3 1 0
1714 5 275 2023-02-08 22:05:50 247.73 250.24 21.34 19.36 0.0 19.3 1 0
1715 5 276 2023-02-08 22:06:00 247.57 249.98 21.34 19.36 0.0 19.3 1 0
1716 5 277 2023-02-08 22:06:10 247.66 250.21 21.34 19.36 3.3 19.3 1 0
1717 5 278 2023-02-08 22:06:20 247.92 250.05 21.34 19.36 10.0 19.3 1 0
1718 5 279 2023-02-08 22:06:30 247.75 249.98 21.34 19.36 0.0 19.3 1 0
1719 5 280 2023-02-08 22:06:40 248.4 250.03 21.32 19.36 3.3 19.3 1 0
1720 5 281 2023-02-08 22:06:50 247.71 250.14 21.34 19.36 0.0 19.3 1 0
1721 5 282 2023-02-08 22:07:00 247.8 250.05 21.32 19.36 3.3 19.3 1 0
1722 5 283 2023-02-08 22:07:10 248.08 250.14 21.32 19.36 0.0 19.4 1 0
1723 5 284 2023-02-08 22:07:20 247.96 250.08 21.32 19.36 0.0 19.3 1 0
1724 5 285 2023-02-08 22:07:30 248.01 249.97 21.32 19.38 3.3 19.3 1 0
1725 5 286 2023-02-08 22:07:40 247.96 250.19 21.32 19.36 3.3 19.3 1 0
